phenotype_index,disease_index,drug_index,drug_name,drug_type,disease_name,disease_type,phenotype_name,phenotype_type
23157,30813,14024,Prednisone,drug,Addison disease,disease,Vomiting,effect/phenotype
23157,30813,14023,Triamcinolone,drug,Addison disease,disease,Vomiting,effect/phenotype
23157,30813,17886,Tetracosactide,drug,Addison disease,disease,Vomiting,effect/phenotype
23000,30813,14320,Dexamethasone,drug,Addison disease,disease,Seizure,effect/phenotype
23000,30813,14019,Betamethasone,drug,Addison disease,disease,Seizure,effect/phenotype
23000,30813,14028,Hydrocortisone,drug,Addison disease,disease,Seizure,effect/phenotype
23000,30813,14269,Methylprednisolone,drug,Addison disease,disease,Seizure,effect/phenotype
23000,30813,14030,Prednisolone,drug,Addison disease,disease,Seizure,effect/phenotype
23000,30813,14024,Prednisone,drug,Addison disease,disease,Seizure,effect/phenotype
23000,30813,14023,Triamcinolone,drug,Addison disease,disease,Seizure,effect/phenotype
23000,30813,17886,Tetracosactide,drug,Addison disease,disease,Seizure,effect/phenotype
24492,30813,14024,Prednisone,drug,Addison disease,disease,Adrenal insufficiency,effect/phenotype
23157,30829,15218,Phenylbutyric acid,drug,argininosuccinic aciduria,disease,Vomiting,effect/phenotype
22951,30877,14799,Insulin human,drug,IDDM 1,disease,Ketoacidosis,effect/phenotype
23094,28005,15782,Vigabatrin,drug,developmental and epileptic encephalopathy,disease,Excessive salivation,effect/phenotype
84489,27219,14208,Testosterone,drug,hypogonadotropic hypogonadism with or without anosmia,disease,Testicular atrophy,effect/phenotype
26607,28547,14830,Amantadine,drug,Parkinson disease,disease,Hypokinesia,effect/phenotype
26607,28547,15490,Pergolide,drug,Parkinson disease,disease,Hypokinesia,effect/phenotype
26607,28547,16842,Pramipexole,drug,Parkinson disease,disease,Hypokinesia,effect/phenotype
26607,28547,15291,Ropinirole,drug,Parkinson disease,disease,Hypokinesia,effect/phenotype
26607,28547,15138,Selegiline,drug,Parkinson disease,disease,Hypokinesia,effect/phenotype
26607,28547,14806,Entacapone,drug,Parkinson disease,disease,Hypokinesia,effect/phenotype
26607,28547,15772,Tolcapone,drug,Parkinson disease,disease,Hypokinesia,effect/phenotype
22998,28547,14830,Amantadine,drug,Parkinson disease,disease,Gait disturbance,effect/phenotype
22998,28547,15490,Pergolide,drug,Parkinson disease,disease,Gait disturbance,effect/phenotype
22998,28547,16842,Pramipexole,drug,Parkinson disease,disease,Gait disturbance,effect/phenotype
22998,28547,15291,Ropinirole,drug,Parkinson disease,disease,Gait disturbance,effect/phenotype
22998,28547,15138,Selegiline,drug,Parkinson disease,disease,Gait disturbance,effect/phenotype
22998,28547,15333,Rasagiline,drug,Parkinson disease,disease,Gait disturbance,effect/phenotype
22998,28547,15772,Tolcapone,drug,Parkinson disease,disease,Gait disturbance,effect/phenotype
23545,28547,15490,Pergolide,drug,Parkinson disease,disease,Myoclonus,effect/phenotype
23545,28547,16842,Pramipexole,drug,Parkinson disease,disease,Myoclonus,effect/phenotype
23545,28547,15138,Selegiline,drug,Parkinson disease,disease,Myoclonus,effect/phenotype
23545,28547,15333,Rasagiline,drug,Parkinson disease,disease,Myoclonus,effect/phenotype
23545,28547,15772,Tolcapone,drug,Parkinson disease,disease,Myoclonus,effect/phenotype
23000,30967,15176,Everolimus,drug,tuberous sclerosis,disease,Seizure,effect/phenotype
89557,30967,15176,Everolimus,drug,tuberous sclerosis,disease,Pulmonary lymphangiomyomatosis,effect/phenotype
33733,28017,14238,Naproxen,drug,"migraine with or without aura, susceptibility to",disease,Migraine,effect/phenotype
33733,28017,15431,Dihydroergotamine,drug,"migraine with or without aura, susceptibility to",disease,Migraine,effect/phenotype
33733,28017,14901,Naratriptan,drug,"migraine with or without aura, susceptibility to",disease,Migraine,effect/phenotype
33733,28017,14899,Sumatriptan,drug,"migraine with or without aura, susceptibility to",disease,Migraine,effect/phenotype
33733,28017,14897,Zolmitriptan,drug,"migraine with or without aura, susceptibility to",disease,Migraine,effect/phenotype
33733,28017,15320,Frovatriptan,drug,"migraine with or without aura, susceptibility to",disease,Migraine,effect/phenotype
33733,28017,14596,Eletriptan,drug,"migraine with or without aura, susceptibility to",disease,Migraine,effect/phenotype
23002,28017,14238,Naproxen,drug,"migraine with or without aura, susceptibility to",disease,Headache,effect/phenotype
23002,28017,14154,Acetaminophen,drug,"migraine with or without aura, susceptibility to",disease,Headache,effect/phenotype
23002,28017,15431,Dihydroergotamine,drug,"migraine with or without aura, susceptibility to",disease,Headache,effect/phenotype
23002,28017,15448,Lisuride,drug,"migraine with or without aura, susceptibility to",disease,Headache,effect/phenotype
23002,28017,14901,Naratriptan,drug,"migraine with or without aura, susceptibility to",disease,Headache,effect/phenotype
23002,28017,14993,Phenobarbital,drug,"migraine with or without aura, susceptibility to",disease,Headache,effect/phenotype
23002,28017,14902,Rizatriptan,drug,"migraine with or without aura, susceptibility to",disease,Headache,effect/phenotype
23002,28017,14600,Rofecoxib,drug,"migraine with or without aura, susceptibility to",disease,Headache,effect/phenotype
23002,28017,14899,Sumatriptan,drug,"migraine with or without aura, susceptibility to",disease,Headache,effect/phenotype
23002,28017,14897,Zolmitriptan,drug,"migraine with or without aura, susceptibility to",disease,Headache,effect/phenotype
23002,28017,15320,Frovatriptan,drug,"migraine with or without aura, susceptibility to",disease,Headache,effect/phenotype
23002,28017,14596,Eletriptan,drug,"migraine with or without aura, susceptibility to",disease,Headache,effect/phenotype
23002,28017,14900,Almotriptan,drug,"migraine with or without aura, susceptibility to",disease,Headache,effect/phenotype
22574,30990,14849,Mechlorethamine,drug,mycosis fungoides and variants,disease,Neoplasm of the skin,effect/phenotype
22550,30990,14028,Hydrocortisone,drug,mycosis fungoides and variants,disease,Eczema,effect/phenotype
23214,30990,14194,Methotrexate,drug,mycosis fungoides and variants,disease,Lymphadenopathy,effect/phenotype
25945,30990,14954,Cyclophosphamide,drug,mycosis fungoides and variants,disease,Pruritus,effect/phenotype
25945,30990,14320,Dexamethasone,drug,mycosis fungoides and variants,disease,Pruritus,effect/phenotype
25945,30990,14019,Betamethasone,drug,mycosis fungoides and variants,disease,Pruritus,effect/phenotype
25945,30990,14028,Hydrocortisone,drug,mycosis fungoides and variants,disease,Pruritus,effect/phenotype
25945,30990,14849,Mechlorethamine,drug,mycosis fungoides and variants,disease,Pruritus,effect/phenotype
25945,30990,14194,Methotrexate,drug,mycosis fungoides and variants,disease,Pruritus,effect/phenotype
25945,30990,14269,Methylprednisolone,drug,mycosis fungoides and variants,disease,Pruritus,effect/phenotype
25945,30990,14024,Prednisone,drug,mycosis fungoides and variants,disease,Pruritus,effect/phenotype
25945,30990,14023,Triamcinolone,drug,mycosis fungoides and variants,disease,Pruritus,effect/phenotype
22581,30990,14954,Cyclophosphamide,drug,mycosis fungoides and variants,disease,Erythema,effect/phenotype
22581,30990,14320,Dexamethasone,drug,mycosis fungoides and variants,disease,Erythema,effect/phenotype
22581,30990,14019,Betamethasone,drug,mycosis fungoides and variants,disease,Erythema,effect/phenotype
22581,30990,14028,Hydrocortisone,drug,mycosis fungoides and variants,disease,Erythema,effect/phenotype
22581,30990,14194,Methotrexate,drug,mycosis fungoides and variants,disease,Erythema,effect/phenotype
22581,30990,14269,Methylprednisolone,drug,mycosis fungoides and variants,disease,Erythema,effect/phenotype
22581,30990,14030,Prednisolone,drug,mycosis fungoides and variants,disease,Erythema,effect/phenotype
22581,30990,14024,Prednisone,drug,mycosis fungoides and variants,disease,Erythema,effect/phenotype
22581,30990,14023,Triamcinolone,drug,mycosis fungoides and variants,disease,Erythema,effect/phenotype
25512,30990,14954,Cyclophosphamide,drug,mycosis fungoides and variants,disease,Lymphoma,effect/phenotype
25512,30990,14194,Methotrexate,drug,mycosis fungoides and variants,disease,Lymphoma,effect/phenotype
85625,30990,14194,Methotrexate,drug,mycosis fungoides and variants,disease,Psoriasiform dermatitis,effect/phenotype
23833,31122,16845,Phenoxybenzamine,drug,phaeochromocytoma,disease,Tachycardia,effect/phenotype
23833,31122,16844,Phentolamine,drug,phaeochromocytoma,disease,Tachycardia,effect/phenotype
26674,31137,17428,Etidronic acid,drug,juvenile Paget disease,disease,Osteoporosis,effect/phenotype
23351,31137,17428,Etidronic acid,drug,juvenile Paget disease,disease,Recurrent fractures,effect/phenotype
23351,31137,14667,Risedronic acid,drug,juvenile Paget disease,disease,Recurrent fractures,effect/phenotype
23351,31137,17215,Salmon calcitonin,drug,juvenile Paget disease,disease,Recurrent fractures,effect/phenotype
22323,31137,14667,Risedronic acid,drug,juvenile Paget disease,disease,Muscle weakness,effect/phenotype
22323,31137,17728,Zoledronic acid,drug,juvenile Paget disease,disease,Muscle weakness,effect/phenotype
23937,29273,15078,Tramadol,drug,osteoarthritis susceptibility,disease,Joint stiffness,effect/phenotype
23901,29273,15412,Histamine,drug,osteoarthritis susceptibility,disease,Arthralgia,effect/phenotype
23901,29273,14238,Naproxen,drug,osteoarthritis susceptibility,disease,Arthralgia,effect/phenotype
23901,29273,15781,Acetylsalicylic acid,drug,osteoarthritis susceptibility,disease,Arthralgia,effect/phenotype
23901,29273,15101,Celecoxib,drug,osteoarthritis susceptibility,disease,Arthralgia,effect/phenotype
23901,29273,14061,Diclofenac,drug,osteoarthritis susceptibility,disease,Arthralgia,effect/phenotype
23901,29273,14227,Etodolac,drug,osteoarthritis susceptibility,disease,Arthralgia,effect/phenotype
23901,29273,14287,Ibuprofen,drug,osteoarthritis susceptibility,disease,Arthralgia,effect/phenotype
23901,29273,14419,Dexibuprofen,drug,osteoarthritis susceptibility,disease,Arthralgia,effect/phenotype
23901,29273,14242,Meloxicam,drug,osteoarthritis susceptibility,disease,Arthralgia,effect/phenotype
23901,29273,14600,Rofecoxib,drug,osteoarthritis susceptibility,disease,Arthralgia,effect/phenotype
23901,29273,14204,Sulindac,drug,osteoarthritis susceptibility,disease,Arthralgia,effect/phenotype
23901,29273,15078,Tramadol,drug,osteoarthritis susceptibility,disease,Arthralgia,effect/phenotype
84357,31245,15185,Tetrabenazine,drug,Huntington disease,disease,Bradykinesia,effect/phenotype
23118,31245,15185,Tetrabenazine,drug,Huntington disease,disease,Rigidity,effect/phenotype
84355,28158,15876,Mesalazine,drug,inflammatory bowel disease,disease,Hematochezia,effect/phenotype
84355,28158,15985,Balsalazide,drug,inflammatory bowel disease,disease,Hematochezia,effect/phenotype
84526,28158,15876,Mesalazine,drug,inflammatory bowel disease,disease,Oral ulcer,effect/phenotype
84777,28158,15876,Mesalazine,drug,inflammatory bowel disease,disease,Pyoderma,effect/phenotype
22454,28780,17174,Rivastigmine,drug,Alzheimer disease,disease,Neurological speech impairment,effect/phenotype
24262,28547,15291,Ropinirole,drug,Parkinson disease,disease,Cerebral cortical atrophy,effect/phenotype
84357,31408,15138,Selegiline,drug,X-linked parkinsonism-spasticity syndrome,disease,Bradykinesia,effect/phenotype
23153,31408,15493,Bromocriptine,drug,X-linked parkinsonism-spasticity syndrome,disease,Parkinsonism,effect/phenotype
23153,31408,16842,Pramipexole,drug,X-linked parkinsonism-spasticity syndrome,disease,Parkinsonism,effect/phenotype
23153,31408,15291,Ropinirole,drug,X-linked parkinsonism-spasticity syndrome,disease,Parkinsonism,effect/phenotype
23153,31408,14806,Entacapone,drug,X-linked parkinsonism-spasticity syndrome,disease,Parkinsonism,effect/phenotype
22952,27292,20239,Penicillamine,drug,glycogen storage disease,disease,Fever,effect/phenotype
86014,31487,15176,Everolimus,drug,Marfan syndrome,disease,Incisional hernia,effect/phenotype
22859,31487,15176,Everolimus,drug,Marfan syndrome,disease,Congestive heart failure,effect/phenotype
24475,31501,14798,Doripenem,drug,low phospholipid associated cholelithiasis,disease,Elevated hepatic transaminase,effect/phenotype
24197,31502,20239,Penicillamine,drug,Wilson disease,disease,Hepatic failure,effect/phenotype
84855,31502,20239,Penicillamine,drug,Wilson disease,disease,Polyneuropathy,effect/phenotype
23368,31502,20239,Penicillamine,drug,Wilson disease,disease,Proteinuria,effect/phenotype
22928,31502,20239,Penicillamine,drug,Wilson disease,disease,Hemolytic anemia,effect/phenotype
22934,31511,14320,Dexamethasone,drug,autoimmune thrombocytopenic,disease,Thrombocytopenia,effect/phenotype
22934,31511,14019,Betamethasone,drug,autoimmune thrombocytopenic,disease,Thrombocytopenia,effect/phenotype
22934,31511,19611,Romiplostim,drug,autoimmune thrombocytopenic,disease,Thrombocytopenia,effect/phenotype
84489,31531,14208,Testosterone,drug,"hypogonadism, male",disease,Testicular atrophy,effect/phenotype
22457,31541,14578,Cholic Acid,drug,cerebrotendinous xanthomatosis,disease,Peripheral neuropathy,effect/phenotype
23011,27684,14196,Propranolol,drug,pulmonary venoocclusive disease,disease,Dyspnea,effect/phenotype
26160,27684,14196,Propranolol,drug,pulmonary venoocclusive disease,disease,Cough,effect/phenotype
84577,28313,14178,Chlorpromazine,drug,schizophrenia,disease,Mask-like facies,effect/phenotype
84577,28313,14952,Haloperidol,drug,schizophrenia,disease,Mask-like facies,effect/phenotype
84577,28313,16011,Loxapine,drug,schizophrenia,disease,Mask-like facies,effect/phenotype
84577,28313,14161,Olanzapine,drug,schizophrenia,disease,Mask-like facies,effect/phenotype
84577,28313,15100,Prochlorperazine,drug,schizophrenia,disease,Mask-like facies,effect/phenotype
84577,28313,14223,Risperidone,drug,schizophrenia,disease,Mask-like facies,effect/phenotype
84577,28313,14913,Trifluoperazine,drug,schizophrenia,disease,Mask-like facies,effect/phenotype
84577,28313,14323,Aripiprazole,drug,schizophrenia,disease,Mask-like facies,effect/phenotype
84577,28313,15001,Paliperidone,drug,schizophrenia,disease,Mask-like facies,effect/phenotype
23135,31650,14861,Neostigmine,drug,myasthenia gravis,disease,Dysarthria,effect/phenotype
25620,31732,14060,Levothyroxine,drug,myxedema,disease,Fatigue,effect/phenotype
22323,31732,14060,Levothyroxine,drug,myxedema,disease,Muscle weakness,effect/phenotype
85001,27664,19611,Romiplostim,drug,idiopathic aplastic anemia,disease,Aplastic anemia,effect/phenotype
86984,28249,14544,Bupropion,drug,major affective disorder,disease,Bipolar affective disorder,effect/phenotype
22447,28005,15782,Vigabatrin,drug,developmental and epileptic encephalopathy,disease,Anxiety,effect/phenotype
25512,31883,14954,Cyclophosphamide,drug,retinoblastoma,disease,Lymphoma,effect/phenotype
23000,31912,14223,Risperidone,drug,autism susceptibility 1,disease,Seizure,effect/phenotype
23000,31912,14323,Aripiprazole,drug,autism susceptibility 1,disease,Seizure,effect/phenotype
22675,31912,14323,Aripiprazole,drug,autism susceptibility 1,disease,Intellectual disability,effect/phenotype
23000,31918,14664,Sapropterin,drug,phenylketonuria,disease,Seizure,effect/phenotype
24285,31918,14664,Sapropterin,drug,phenylketonuria,disease,Hyperactivity,effect/phenotype
22447,27522,14527,Fluoxymesterone,drug,Noonan syndrome,disease,Anxiety,effect/phenotype
22304,28005,15782,Vigabatrin,drug,developmental and epileptic encephalopathy,disease,Hearing impairment,effect/phenotype
84873,28005,15782,Vigabatrin,drug,developmental and epileptic encephalopathy,disease,Hip dysplasia,effect/phenotype
23158,32090,20592,Sacrosidase,drug,congenital sucrase-isomaltase deficiency,disease,Abdominal pain,effect/phenotype
22323,27430,17303,Miglustat,drug,Niemann-Pick disease,disease,Muscle weakness,effect/phenotype
23157,27430,17303,Miglustat,drug,Niemann-Pick disease,disease,Vomiting,effect/phenotype
23157,32132,15218,Phenylbutyric acid,drug,citrullinemia,disease,Vomiting,effect/phenotype
25520,28005,15782,Vigabatrin,drug,developmental and epileptic encephalopathy,disease,Lethargy,effect/phenotype
23764,27692,14023,Triamcinolone,drug,temporal arteritis,disease,Epistaxis,effect/phenotype
22380,27692,14030,Prednisolone,drug,temporal arteritis,disease,Visual impairment,effect/phenotype
22594,27692,14030,Prednisolone,drug,temporal arteritis,disease,Hyperhidrosis,effect/phenotype
22594,27692,14023,Triamcinolone,drug,temporal arteritis,disease,Hyperhidrosis,effect/phenotype
22323,27692,14030,Prednisolone,drug,temporal arteritis,disease,Muscle weakness,effect/phenotype
22323,27692,14023,Triamcinolone,drug,temporal arteritis,disease,Muscle weakness,effect/phenotype
22952,27692,14023,Triamcinolone,drug,temporal arteritis,disease,Fever,effect/phenotype
23002,27692,14030,Prednisolone,drug,temporal arteritis,disease,Headache,effect/phenotype
23002,27692,14023,Triamcinolone,drug,temporal arteritis,disease,Headache,effect/phenotype
25201,27692,14030,Prednisolone,drug,temporal arteritis,disease,Vertigo,effect/phenotype
25201,27692,14023,Triamcinolone,drug,temporal arteritis,disease,Vertigo,effect/phenotype
23956,27692,14030,Prednisolone,drug,temporal arteritis,disease,Vasculitis,effect/phenotype
23956,27692,14023,Triamcinolone,drug,temporal arteritis,disease,Vasculitis,effect/phenotype
