drug_index,disease_index,related_phenotypes,related_proteins,drug_name,drug_type,disease_name,disease_type
14296,33575,"[22467, 84359, 24491, 26702, 85012, 94136, 22493]","[34295, 13830, 7688, 10248, 34312, 34317, 34318, 34319, 34322, 22036, 34327, 2072, 10780, 34332, 5150, 12320, 10275, 34341, 9254, 34345, 13354, 2610, 5176, 6715, 3645, 8765, 2629, 6729, 33868, 1107, 13398, 33887, 3170, 1122, 2148, 11881, 1129, 9323, 33897, 11887, 7792, 116, 4214, 119, 3192, 7287, 4732, 125, 1151, 33923, 33926, 33929, 1162, 7818, 7820, 13455, 4757, 9366, 33941, 2712, 8857, 665, 11419, 33954, 12454, 11431, 33958, 169, 1198, 33967, 33971, 12479, 6848, 8385, 194, 12992, 9923, 1221, 9924, 6855, 4295, 6347, 8396, 1741, 1228, 4817, 8914, 213, 3802, 4832, 4323, 7910, 1766, 3819, 12523, 2797, 9459, 12020, 6901, 6907, 34558, 11523, 772, 34055, 9480, 2825, 5898, 34056, 4368, 279, 2329, 2843, 10012, 4399, 34762, 10746, 3380, 6453, 34763, 34764, 7489, 3910, 2889, 6985, 13642, 34767, 34768, 4435, 2387, 8021, 9049, 34770, 34771, 4959, 2400, 34772, 2408, 4968, 361, 34773, 7021, 34774, 879, 4465, 6001, 882, 3955, 2930, 373, 34775, 2429, 7040, 13185, 5508, 5517, 13709, 3471, 7568, 4497, 10137, 1437, 10654, 9128, 11179, 34220, 34221, 6574, 34223, 2481, 4019, 34227, 34228, 34229, 4536, 6073, 1980, 34748, 34749, 447, 5056, 34750, 1986, 34751, 34752, 34753, 6598, 3014, 1480, 13257, 34754, 34755, 34756, 34757, 34758, 21967, 34759, 34760, 34761, 7123, 7124, 9171, 34765, 34766, 34264, 13273, 34769, 34267, 34268, 989, 5086, 34269, 21981, 34273, 21992, 8682, 9194, 2029, 22000, 34289, 9207, 7161, 9722, 34300]",Atazanavir,drug,diabetes mellitus (disease),disease
14351,29188,"[22124, 22933, 26180]","[6671, 6002, 1908, 8733, 3231]",Thiothixene,drug,autosomal recessive severe congenital neutropenia due to CSF3R deficiency,disease
14206,28811,"[25699, 26180, 22759, 22472, 85642, 85419, 85067, 26381, 85840, 22939, 23284, 85433, 85531, 25663]","[7457, 12289, 5829, 7302, 13706, 34890, 10413, 34095, 9529, 6011]",Chloroquine,drug,cystinuria,disease
14023,27249,"[22790, 94215, 23560, 84882, 85522, 85141, 84885, 22304, 90401, 24612, 84777, 85033, 84393, 22953, 22191, 23984, 24503, 26180, 33751, 22488, 25307, 85344, 25699, 22759, 85609, 22250, 85357, 90866, 23540, 84724, 84479]","[6400, 6401, 3081, 4106, 1421, 13455, 3088, 4752, 4880, 10138, 3995, 2210, 12195, 6308, 4387, 22055, 3501, 1974, 5436, 9280, 12484, 2756, 6474, 10317, 464, 337, 34394, 3675, 3932, 8801, 12774, 6890, 34417, 371, 33915, 4221]",Triamcinolone,drug,isolated growth hormone deficiency,disease
15147,33623,"[94280, 22929, 94202, 94311]","[11136, 2434, 130, 7815, 6664, 6926, 2834, 789, 2329, 8733, 6175, 3231, 802, 1322, 2861, 34607, 3509, 568, 2617, 2621, 22077, 7489, 2371, 4550, 8391, 1611, 12629, 3932, 4959, 10084, 8805, 8038, 8556, 2037, 10998, 1535]",Orphenadrine,drug,macrocytic anemia (disease),disease
14944,33656,"[23281, 84387]","[3712, 1760, 11846, 13575, 9320, 12332, 12079, 22000, 11665, 4114, 12371, 789, 2329, 6492, 574, 1567]",Amlodipine,drug,hypercalcemia disease,disease
17216,83984,"[22689, 25402]",[3192],Pramlintide,drug,gastroparesis (disease),disease
15089,27361,"[86144, 84874, 85008, 23314, 84885, 22552, 88987, 86304, 90273, 22180, 90276, 84774, 23079, 84519, 89004, 85421, 86191, 89391, 86579, 22713, 84797, 22727, 85576, 85320, 84553, 22860, 23244, 87378, 23764, 84438, 26072, 23000, 23002, 23901, 85853, 92895, 93536, 22759, 85352, 87018, 89199, 93298, 23284, 89205, 86005, 93685, 24060, 84478]","[1013, 7183]",Codeine,drug,hemophilia,disease
14943,32617,"[24224, 24237, 24212, 89142, 24573]","[4096, 2050, 34194, 2057, 8201, 11, 13, 4112, 8210, 8214, 22, 25, 26, 2075, 4123, 6175, 12320, 12319, 6178, 10276, 12325, 6181, 34200, 4136, 4137, 2090, 43, 10285, 2094, 6193, 50, 10292, 34203, 2102, 4151, 2104, 6201, 4153, 4152, 2108, 54, 6206, 8250, 10304, 12347, 34204, 12355, 68, 34205, 34206, 67, 6216, 34207, 34882, 34883, 34884, 4174, 34208, 80, 2131, 34209, 86, 34210, 34211, 34212, 4195, 10340, 2147, 10343, 6248, 2151, 6250, 106, 108, 6251, 4206, 2163, 116, 2164, 125, 6270, 12414, 34218, 6275, 12420, 34219, 134, 34220, 8333, 6290, 4246, 6295, 6296, 34223, 2203, 34224, 6307, 165, 34226, 4270, 177, 178, 12467, 4278, 10423, 186, 8381, 4287, 8385, 2248, 201, 2249, 8392, 12490, 12493, 206, 4303, 208, 209, 210, 8401, 4308, 2260, 4309, 2263, 6357, 10456, 6361, 10459, 2268, 223, 6368, 2274, 6370, 229, 6374, 6373, 8425, 236, 6382, 2287, 6384, 6385, 242, 34241, 2295, 4344, 2298, 250, 2300, 10492, 10491, 2309, 8454, 10503, 10506, 2315, 10508, 2317, 10512, 4376, 2329, 6424, 12571, 12572, 2334, 4384, 8480, 2339, 12580, 4389, 6439, 296, 10535, 4395, 2348, 4397, 6444, 303, 4400, 8496, 6453, 2358, 314, 2366, 10560, 12608, 322, 2371, 2372, 326, 2375, 4425, 12621, 2382, 6478, 337, 4435, 4436, 341, 8533, 6497, 2407, 8552, 12647, 361, 363, 12652, 6512, 6513, 4466, 10611, 372, 373, 375, 2423, 2426, 380, 2429, 10626, 8581, 390, 4486, 10629, 12680, 395, 10636, 397, 10639, 8592, 2449, 4497, 2453, 406, 10647, 8603, 12702, 418, 420, 8612, 4516, 4519, 2474, 426, 4525, 6575, 432, 2481, 10679, 2490, 10683, 444, 2493, 12733, 449, 10691, 452, 2504, 457, 2507, 6605, 10702, 12749, 4562, 8658, 2517, 469, 4567, 472, 4568, 2522, 2520, 4570, 8671, 12769, 482, 4579, 8673, 6630, 489, 4585, 492, 2543, 8688, 497, 2547, 502, 503, 8694, 505, 12790, 6651, 514, 2567, 8713, 6669, 4622, 8720, 8722, 8729, 6682, 8732, 8733, 4642, 2596, 8742, 6697, 554, 4650, 8748, 4653, 12843, 2601, 10800, 10802, 6707, 568, 6713, 8763, 2621, 6721, 2625, 577, 6727, 586, 6733, 10831, 594, 2643, 4691, 4694, 2647, 1340, 601, 602, 2651, 3376, 609, 10852, 6757, 10861, 2674, 4723, 2676, 626, 6779, 2687, 641, 2689, 12936, 6793, 652, 4752, 12947, 6809, 667, 2716, 668, 670, 4769, 2726, 2730, 6827, 687, 4784, 6833, 6836, 695, 2744, 10938, 2747, 4796, 6845, 3395, 699, 6848, 4801, 706, 2756, 709, 12997, 6856, 4812, 4813, 2768, 4817, 4816, 6867, 728, 6873, 6874, 729, 733, 6878, 2783, 7473, 13021, 4834, 1367, 2788, 740, 742, 13029, 8936, 4842, 6892, 2797, 4845, 4844, 7476, 8946, 754, 2804, 10997, 6901, 10996, 10994, 2810, 2815, 5444, 769, 4865, 772, 773, 776, 8974, 6926, 786, 8979, 13074, 2840, 6937, 4890, 795, 13084, 797, 4895, 9521, 2850, 11044, 7487, 2854, 6950, 9004, 812, 2861, 822, 6966, 9017, 4924, 9527, 830, 4927, 6976, 13121, 832, 9031, 9033, 844, 2895, 4943, 4946, 11090, 6996, 11567, 9047, 855, 7002, 858, 11102, 863, 4959, 7009, 2912, 4962, 9060, 2916, 866, 2920, 13165, 7022, 2927, 11120, 882, 883, 4980, 13171, 7027, 7028, 4985, 7034, 7033, 4992, 12491, 4997, 11149, 9101, 9103, 913, 11155, 9108, 917, 918, 9109, 2969, 5018, 7066, 2978, 7076, 2983, 13619, 13227, 5036, 7514, 9134, 7086, 950, 11192, 7100, 958, 7105, 5058, 967, 13258, 3019, 973, 3025, 11223, 5079, 11225, 3035, 988, 9181, 7134, 991, 11232, 3041, 993, 995, 7140, 3045, 13285, 999, 5098, 13291, 1004, 5100, 7151, 11248, 5108, 1014, 9207, 5114, 1019, 7162, 11262, 7172, 33796, 3078, 5126, 13320, 5129, 3088, 3089, 5138, 9239, 13338, 5151, 3104, 1057, 13346, 11296, 9252, 5157, 1066, 33837, 11311, 1072, 33841, 34234, 13364, 1080, 11320, 3133, 33859, 1101, 3152, 5202, 5512, 9304, 5208, 1115, 9309, 33885, 1121, 11362, 7268, 3172, 5221, 9319, 3177, 5230, 3183, 13425, 1138, 1139, 9331, 11380, 3192, 9339, 9340, 5243, 33921, 3202, 7299, 5257, 3211, 3212, 1164, 3214, 13455, 7311, 5265, 1170, 1171, 7317, 11413, 9365, 11416, 13463, 7324, 1181, 3231, 3232, 33954, 1187, 1188, 33958, 1195, 3246, 3247, 9397, 1205, 9401, 3259, 1212, 5311, 11456, 11461, 7367, 11464, 13515, 1228, 13516, 5326, 7375, 11472, 7379, 7380, 5336, 7384, 9435, 9437, 34016, 1252, 3300, 5351, 9448, 7401, 5354, 3304, 5357, 13552, 5361, 3314, 34035, 13555, 34033, 9464, 1273, 1283, 11523, 9476, 11526, 7431, 13573, 9483, 34060, 9488, 1298, 7446, 9497, 34074, 1307, 34076, 1311, 3360, 11555, 1315, 11556, 7462, 1322, 34092, 34093, 34094, 34095, 34096, 34097, 3378, 34098, 3380, 13620, 1333, 13614, 34099, 5433, 34100, 3379, 7484, 34101, 34102, 34103, 34104, 1345, 7489, 34106, 34107, 34108, 3398, 11591, 3400, 7497, 34113, 34114, 34115, 34116, 5445, 34118, 34119, 34120, 34121, 34122, 5460, 34124, 7510, 34126, 34127, 5465, 9562, 3419, 34131, 1373, 34133, 34134, 34135, 1377, 34137, 34138, 11620, 3428, 9574, 11623, 7528, 11625, 3434, 9577, 34147, 34148, 7534, 34150, 9584, 34152, 34153, 1395, 34155, 34156, 34157, 34158, 34159, 34160, 5498, 34162, 34163, 34164, 34165, 1407, 7552, 34168, 5506, 9602, 9604, 34172, 7558, 34174, 34175, 34176, 34177, 11659, 3468, 34180, 13710, 34182, 34183, 34184, 3474, 34186, 3476, 7572, 3478, 34190, 34191, 7577, 34193, 11675, 34195, 34196, 34197, 34198, 34199, 5537, 34201, 34202, 9636, 7588, 3494, 3495, 5544, 13736, 7592, 9643, 7596, 3501, 34213, 34214, 34215, 34216, 34217, 7603, 9652, 3509, 34221, 34222, 3512, 5560, 34225, 3515, 34227, 34228, 34229, 34230, 34231, 34232, 34233, 3523, 34235, 34236, 34237, 34238, 34239, 34240, 5578, 34242, 5580, 7630, 9680, 21969, 13779, 21975, 1497, 7641, 9689, 7644, 1505, 3556, 3559, 7662, 13807, 3568, 11761, 11758, 9714, 22004, 1525, 1526, 3574, 5624, 5625, 7672, 22013, 1533, 5631, 1536, 22021, 7689, 9739, 7692, 9741, 9742, 1551, 1552, 7694, 13842, 5652, 1558, 1559, 11800, 3609, 3610, 1567, 7713, 7717, 1573, 3624, 9770, 22058, 1580, 3631, 22063, 3639, 1591, 9784, 1595, 5692, 3645, 22075, 7744, 5699, 34105, 11849, 3657, 1610, 5706, 7754, 5708, 22089, 1617, 3666, 13905, 3670, 5720, 1624, 1625, 34109, 11867, 7769, 7776, 34110, 13922, 5731, 3684, 34111, 11878, 1641, 34112, 9840, 13937, 1650, 13939, 5746, 3702, 9849, 1659, 5758, 3712, 5760, 7810, 34117, 7817, 1673, 9870, 9871, 13967, 9874, 1687, 1693, 5791, 3745, 5794, 34123, 1700, 5797, 11938, 13988, 7848, 13993, 34125, 3757, 1709, 11951, 7859, 5812, 3765, 34128, 7870, 5823, 11967, 34129, 9918, 11966, 7877, 34130, 3788, 9933, 34132, 1747, 1748, 1749, 11988, 1751, 5848, 3802, 11994, 11997, 3806, 3808, 7906, 3810, 34136, 1766, 7911, 3814, 12008, 9963, 7915, 5869, 9968, 1777, 34139, 3828, 1781, 1782, 34140, 1785, 34141, 7934, 9983, 7937, 3841, 5889, 1796, 34142, 34143, 7943, 7945, 9993, 5899, 34144, 34145, 34146, 1815, 12059, 3868, 1823, 7968, 3875, 34149, 1831, 1832, 12072, 5930, 12077, 12079, 34151, 10031, 10035, 1852, 34154, 10050, 8005, 5958, 12105, 8010, 10058, 10062, 1871, 8017, 3927, 12126, 3935, 12128, 34161, 3934, 8035, 8038, 10086, 5993, 12140, 5998, 6000, 1905, 12145, 1908, 8052, 12148, 34166, 6014, 34167, 12158, 3969, 6017, 3971, 6019, 3966, 34169, 1931, 1932, 8077, 34170, 10129, 34171, 8085, 1942, 8086, 1943, 12182, 3994, 1947, 1948, 34173, 6047, 3999, 12193, 34178, 1980, 34179, 4032, 10178, 1987, 34181, 6088, 1995, 12235, 6095, 6096, 4048, 34185, 6111, 12256, 2017, 34187, 34188, 2029, 4077, 10221, 2032, 4081, 34189, 4084, 6133, 8182, 4087, 2036, 2043, 34192, 10238, 12287]",Levonorgestrel,drug,hereditary breast ovarian cancer syndrome,disease
15778,32337,"[84480, 93569, 88326, 23560, 25608, 84628, 25620, 87323, 84764, 87458, 22953, 26793, 24489, 89514, 85297, 85939, 87348, 24503, 25655, 22711, 86343, 22478, 22482, 84435, 26968, 23000, 26969, 23393, 22630, 23144, 87533, 84724, 23415, 84479]","[2210, 6308, 2756, 3501, 3932]",Tolazamide,drug,"combined pituitary hormone deficiencies, genetic form",disease
15783,33575,"[22467, 84359, 24491, 26702, 85012, 94136, 22493]","[34295, 13830, 7688, 10248, 34312, 34317, 34318, 34319, 34322, 22036, 34327, 2072, 10780, 34332, 5150, 12320, 10275, 34341, 9254, 34345, 13354, 2610, 5176, 6715, 3645, 8765, 2629, 6729, 33868, 1107, 13398, 33887, 3170, 1122, 2148, 11881, 1129, 9323, 33897, 11887, 7792, 116, 4214, 119, 3192, 7287, 4732, 125, 1151, 33923, 33926, 33929, 1162, 7818, 7820, 13455, 4757, 9366, 33941, 2712, 8857, 665, 11419, 33954, 12454, 11431, 33958, 169, 1198, 33967, 33971, 12479, 6848, 8385, 194, 12992, 9923, 1221, 9924, 6855, 4295, 6347, 8396, 1741, 1228, 4817, 8914, 213, 3802, 4832, 4323, 7910, 1766, 3819, 12523, 2797, 9459, 12020, 6901, 6907, 34558, 11523, 772, 34055, 9480, 2825, 5898, 34056, 4368, 279, 2329, 2843, 10012, 4399, 34762, 10746, 3380, 6453, 34763, 34764, 7489, 3910, 2889, 6985, 13642, 34767, 34768, 4435, 2387, 8021, 9049, 34770, 34771, 4959, 2400, 34772, 2408, 4968, 361, 34773, 7021, 34774, 879, 4465, 6001, 882, 3955, 2930, 373, 34775, 2429, 7040, 13185, 5508, 5517, 13709, 3471, 7568, 4497, 10137, 1437, 10654, 9128, 11179, 34220, 34221, 6574, 34223, 2481, 4019, 34227, 34228, 34229, 4536, 6073, 1980, 34748, 34749, 447, 5056, 34750, 1986, 34751, 34752, 34753, 6598, 3014, 1480, 13257, 34754, 34755, 34756, 34757, 34758, 21967, 34759, 34760, 34761, 7123, 7124, 9171, 34765, 34766, 34264, 13273, 34769, 34267, 34268, 989, 5086, 34269, 21981, 34273, 21992, 8682, 9194, 2029, 22000, 34289, 9207, 7161, 9722, 34300]",Cyclizine,drug,diabetes mellitus (disease),disease
14939,33575,"[22467, 84359, 24491, 26702, 85012, 94136, 22493]","[34295, 13830, 7688, 10248, 34312, 34317, 34318, 34319, 34322, 22036, 34327, 2072, 10780, 34332, 5150, 12320, 10275, 34341, 9254, 34345, 13354, 2610, 5176, 6715, 3645, 8765, 2629, 6729, 33868, 1107, 13398, 33887, 3170, 1122, 2148, 11881, 1129, 9323, 33897, 11887, 7792, 116, 4214, 119, 3192, 7287, 4732, 125, 1151, 33923, 33926, 33929, 1162, 7818, 7820, 13455, 4757, 9366, 33941, 2712, 8857, 665, 11419, 33954, 12454, 11431, 33958, 169, 1198, 33967, 33971, 12479, 6848, 8385, 194, 12992, 9923, 1221, 9924, 6855, 4295, 6347, 8396, 1741, 1228, 4817, 8914, 213, 3802, 4832, 4323, 7910, 1766, 3819, 12523, 2797, 9459, 12020, 6901, 6907, 34558, 11523, 772, 34055, 9480, 2825, 5898, 34056, 4368, 279, 2329, 2843, 10012, 4399, 34762, 10746, 3380, 6453, 34763, 34764, 7489, 3910, 2889, 6985, 13642, 34767, 34768, 4435, 2387, 8021, 9049, 34770, 34771, 4959, 2400, 34772, 2408, 4968, 361, 34773, 7021, 34774, 879, 4465, 6001, 882, 3955, 2930, 373, 34775, 2429, 7040, 13185, 5508, 5517, 13709, 3471, 7568, 4497, 10137, 1437, 10654, 9128, 11179, 34220, 34221, 6574, 34223, 2481, 4019, 34227, 34228, 34229, 4536, 6073, 1980, 34748, 34749, 447, 5056, 34750, 1986, 34751, 34752, 34753, 6598, 3014, 1480, 13257, 34754, 34755, 34756, 34757, 34758, 21967, 34759, 34760, 34761, 7123, 7124, 9171, 34765, 34766, 34264, 13273, 34769, 34267, 34268, 989, 5086, 34269, 21981, 34273, 21992, 8682, 9194, 2029, 22000, 34289, 9207, 7161, 9722, 34300]",Indinavir,drug,diabetes mellitus (disease),disease
15078,30035,"[25308, 90791]","[8192, 34820, 34821, 8198, 12295, 34822, 2057, 34823, 34824, 34825, 34826, 34827, 15, 12304, 34828, 34829, 34830, 8212, 34831, 22, 34832, 8216, 34833, 12315, 29, 6175, 8230, 43, 2096, 10293, 4151, 6199, 4152, 61, 4171, 6220, 12367, 4175, 2134, 2143, 6244, 2151, 10346, 4213, 4215, 125, 4221, 2188, 144, 178, 6328, 6329, 12479, 12482, 197, 2248, 12489, 12510, 2277, 6374, 10470, 2281, 8437, 8439, 248, 12537, 12538, 10491, 12539, 10495, 8454, 8464, 4369, 6418, 2322, 35088, 10518, 6424, 12571, 6428, 8476, 286, 287, 6440, 12586, 8497, 6453, 6457, 10556, 10559, 321, 12611, 4420, 4425, 2379, 2387, 12629, 341, 2396, 2398, 2401, 363, 12653, 4468, 375, 381, 12671, 4480, 6529, 389, 390, 4489, 6541, 12691, 2452, 10645, 10654, 418, 2472, 10667, 12724, 4536, 2499, 452, 457, 4554, 4566, 4582, 492, 4593, 10744, 4601, 509, 8702, 6657, 4618, 4620, 10764, 526, 527, 525, 10771, 532, 8726, 6679, 2591, 6691, 8747, 560, 10805, 587, 8781, 4686, 10833, 10835, 6739, 6740, 610, 2672, 12915, 8829, 8832, 12931, 2692, 647, 6792, 12937, 8855, 6808, 4760, 666, 676, 2741, 4794, 12987, 4814, 4815, 13024, 2789, 744, 8936, 748, 2797, 6898, 10997, 8960, 11011, 2820, 2825, 13075, 8979, 799, 11043, 8999, 13097, 4909, 4910, 6964, 11062, 11066, 13115, 9021, 4932, 9029, 4937, 4941, 13147, 7006, 864, 866, 9060, 11123, 11136, 11147, 5009, 2966, 5018, 2983, 11179, 2992, 11185, 9148, 13248, 7110, 5063, 968, 5065, 974, 11215, 983, 985, 9180, 11235, 5092, 11239, 9196, 1004, 5100, 1012, 5109, 1014, 11253, 13309, 13313, 5122, 11267, 3080, 5130, 33805, 13330, 33818, 3100, 1057, 5156, 11301, 3111, 13355, 1069, 33840, 33851, 33856, 1089, 33867, 1101, 33870, 33885, 7266, 7267, 5228, 13423, 3199, 1151, 5256, 1162, 13457, 33938, 11412, 9373, 3235, 33955, 33956, 13479, 5292, 33964, 9399, 5306, 3259, 7359, 33985, 1228, 34005, 11479, 1246, 34026, 34027, 34028, 34029, 34030, 34031, 34032, 34033, 34034, 34035, 34036, 34037, 34038, 34039, 34040, 34041, 34042, 34043, 34044, 34045, 34046, 13560, 11523, 1289, 5388, 9487, 3344, 11536, 11539, 9500, 11548, 1311, 1312, 1320, 7466, 3379, 5429, 1335, 3384, 5439, 7490, 7497, 1357, 5454, 13647, 7506, 9558, 3417, 1373, 9574, 1385, 5491, 13688, 7546, 34176, 5507, 3465, 5513, 3466, 3474, 1428, 13718, 9640, 7615, 1475, 1480, 9679, 21972, 1497, 11738, 1503, 13800, 13807, 34290, 9718, 11768, 5624, 11771, 5638, 22024, 13841, 22038, 22039, 5655, 22043, 1567, 11808, 7716, 22057, 3628, 5677, 22068, 13877, 13878, 34358, 3648, 7747, 1605, 22092, 34382, 11857, 7764, 5720, 13915, 3688, 11881, 1650, 13939, 7801, 1658, 1659, 1665, 34434, 5765, 13987, 3764, 9915, 3774, 7877, 9929, 11978, 11992, 5856, 1760, 3812, 1770, 5877, 1785, 34553, 34555, 1798, 1803, 1810, 7955, 7968, 3879, 1836, 7981, 7986, 34612, 1850, 3901, 10047, 34629, 1863, 1866, 5963, 8013, 10062, 10066, 1876, 10074, 3932, 8029, 34654, 1887, 10084, 10093, 1908, 10102, 12166, 1927, 1929, 3980, 12173, 10129, 34722, 4003, 34723, 34724, 34725, 34726, 34727, 34728, 10154, 34729, 34730, 8109, 34731, 34732, 34733, 34734, 34735, 34736, 10164, 34737, 1968, 4023, 4026, 8130, 8136, 6090, 12236, 1996, 12238, 2001, 2002, 4063, 10215, 34792, 34793, 10218, 2027]",Tramadol,drug,substance abuse/dependence,disease
14685,28017,"[33733, 22759, 23002, 25330, 84469, 85077, 23157, 84409, 25562]","[9029, 13736, 21977, 10706, 1848, 7289, 6492, 35390]",Progesterone,drug,"migraine with or without aura, susceptibility to",disease
14852,83751,[23728],"[10417, 8974, 4447]",Procainamide,drug,torsades de pointes,disease
20304,27933,"[22759, 22447]","[8192, 10257, 22, 6175, 33, 2082, 2096, 6195, 4152, 4156, 10319, 4186, 2148, 6244, 10346, 111, 2163, 4213, 4221, 125, 8317, 4232, 138, 12431, 154, 2225, 6329, 6330, 188, 194, 2248, 12489, 2258, 213, 4315, 10460, 2269, 12510, 10470, 235, 236, 2288, 4340, 249, 8441, 4347, 4358, 12555, 4366, 272, 6418, 6424, 2329, 6428, 286, 6435, 6440, 4401, 2363, 321, 10563, 4420, 4425, 8527, 2384, 4437, 4446, 2401, 6497, 357, 361, 363, 4468, 373, 375, 10619, 2429, 6529, 389, 390, 2443, 4497, 2450, 12691, 2452, 10654, 2467, 2472, 8620, 4526, 431, 10674, 10675, 10677, 439, 2497, 452, 2504, 457, 6606, 4566, 471, 6627, 2533, 10731, 8684, 497, 4599, 2551, 10744, 509, 2557, 4608, 12805, 4620, 10771, 532, 2579, 2585, 8733, 2591, 554, 8747, 557, 10804, 8757, 10805, 12856, 2617, 6715, 8766, 578, 587, 594, 10835, 6739, 611, 8805, 2665, 2672, 4732, 6782, 8832, 2688, 2692, 6792, 4757, 665, 2719, 4769, 681, 683, 2744, 4796, 6848, 10944, 2754, 4818, 729, 2789, 743, 4839, 4842, 749, 2797, 8946, 4859, 4875, 11020, 6926, 2833, 4883, 6940, 799, 8999, 13097, 11049, 4910, 2870, 11065, 9021, 837, 9029, 2889, 9054, 4959, 864, 866, 2915, 4969, 7019, 882, 9075, 4985, 2938, 7034, 7036, 11136, 902, 5000, 907, 7059, 2965, 918, 5018, 11165, 928, 2978, 2981, 936, 11179, 7096, 3004, 5065, 11214, 11215, 11216, 7123, 982, 13271, 13276, 9181, 994, 13289, 9196, 1004, 5100, 1007, 5103, 1012, 11253, 1014, 7161, 33789, 13313, 33797, 7177, 5129, 7180, 33804, 11282, 9234, 7188, 1048, 33820, 5149, 1057, 3111, 33835, 1069, 7214, 33840, 1073, 33845, 33846, 5176, 13370, 33851, 1084, 33861, 1094, 1098, 33870, 33878, 3176, 5227, 33900, 33901, 33902, 33903, 33904, 33905, 33906, 33907, 33908, 33909, 33910, 33911, 11384, 33912, 33913, 33915, 9340, 33914, 33916, 3199, 5248, 33917, 3194, 3211, 1171, 9369, 9373, 1190, 13498, 5306, 7359, 13504, 3265, 13509, 1228, 11482, 9437, 13534, 1246, 34030, 13552, 5361, 3330, 11523, 13571, 9487, 3344, 1298, 13589, 7451, 1311, 1312, 7466, 5422, 3378, 5429, 5432, 7489, 1350, 9543, 3400, 7497, 5453, 5454, 7505, 3417, 7517, 11614, 1373, 9570, 3426, 9604, 3465, 3466, 11659, 1422, 1424, 13718, 3495, 13751, 5563, 1475, 3526, 21961, 13771, 9679, 21972, 7641, 21978, 13790, 3552, 21984, 13800, 5610, 34286, 13807, 21999, 3567, 22004, 1530, 1538, 1558, 22039, 11800, 22043, 1567, 7716, 1581, 5679, 11830, 5692, 1598, 5694, 22080, 22092, 11857, 3669, 9815, 5720, 5739, 11886, 11888, 1650, 7801, 7802, 1659, 1661, 7809, 7818, 9870, 11920, 9874, 1687, 34459, 1692, 9889, 3749, 7849, 14002, 1722, 9916, 11967, 7880, 9929, 3785, 7890, 1748, 11992, 1760, 9968, 5877, 5889, 7947, 1810, 7955, 5915, 12064, 34592, 5925, 3878, 1831, 34601, 3883, 1836, 10035, 1848, 7993, 10047, 34630, 1863, 8008, 34631, 34632, 5963, 34633, 34634, 10062, 34635, 34636, 1873, 34637, 34638, 1876, 34639, 12120, 3932, 3945, 10093, 10115, 12165, 8070, 1927, 1928, 3980, 3982, 8080, 3989, 1953, 1968, 1970, 10164, 4026, 8130, 8136, 12236, 1996, 12238, 2003, 6108, 10215, 6120, 6129, 13430, 2043, 6140]",Salicylamide,drug,anxiety disorder,disease
14050,28811,"[25699, 26180, 22759, 22472, 85642, 85419, 85067, 26381, 85840, 22939, 23284, 85433, 85531, 25663]","[7457, 12289, 5829, 7302, 13706, 34890, 10413, 34095, 9529, 6011]",Prednisolone acetate,drug,cystinuria,disease
